提出回次,提出番号,件名,提出者,提出人数,質問本文（html）,答弁本文（html）,質問本文（PDF）,答弁本文（PDF）,明細URL,提出日,転送日,答弁書受領日,備考
142,28,内分泌撹乱物質（環境ホルモン）問題等に関する質問,加藤　修一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syuh/s142028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/touh/t142028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syup/s142028.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/toup/t142028.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/meisai/m142028.htm,1998-06-18,1998-06-18,1998-07-28,6月23日内閣から通知書受領
142,29,政府の非核政策に関する質問,矢田部　理,3,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syuh/s142029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/touh/t142029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syup/s142029.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/toup/t142029.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/meisai/m142029.htm,1998-06-18,1998-06-18,1998-06-30,6月23日内閣から通知書受領
142,30,福祉部門への投入に伴う経済効果等と建設効果に関する質問,加藤　修一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syuh/s142030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/touh/t142030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/syup/s142030.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/toup/t142030.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/142/meisai/m142030.htm,1998-06-18,1998-06-18,1998-08-28,6月23日内閣から通知書受領
143,1,在日韓国・朝鮮人の市民的権利等に関する質問,竹村　泰子,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143001.htm,1998-08-10,1998-08-12,1998-09-18,8月18日内閣から通知書受領
143,2,戦時遭難船舶犠牲者の洋上慰霊祭・遺族補償等に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143002.htm,1998-08-12,1998-08-17,1998-09-08,8月21日内閣から通知書受領
143,3,点字による選挙公報発行等に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143003.htm,1998-08-21,1998-08-24,1998-09-18,8月28日内閣から通知書受領
143,4,特殊法人の関連会社に関する質問,山下　栄一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143004.htm,1998-09-02,1998-09-07,1998-09-18,9月11日内閣から通知書受領
143,5,環境汚染物質排出・移動登録制度（PRTR）に関する質問,福本　潤一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143005.htm,1998-09-17,1998-09-21,1998-10-06,9月25日内閣から通知書受領
143,6,公正取引委員会の「著作物再販制度の取扱いについて」に関する質問,大脇　雅子,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143006.htm,1998-09-28,1998-09-30,1998-10-27,10月6日内閣から通知書受領
143,7,農薬ヘリに関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143007.htm,1998-10-08,1998-10-12,1998-10-30,10月16日内閣から通知書受領
143,8,震災時における電気火災防止のための「感震ブレーカー」に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143008.htm,1998-10-15,1998-10-16,1998-11-13,10月20日内閣から通知書受領
143,9,点字による選挙公報発行等に関する再質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143009.htm,1998-10-15,1998-10-16,1998-11-10,10月20日内閣から通知書受領
143,10,地球温暖化問題と電力自由化に関する質問,福島　瑞穂,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143010.htm,1998-10-15,1998-10-16,1998-11-13,10月20日内閣から通知書受領
143,11,「外国軍駐屯地における慰安施設設置に関する内務省警保局長通牒」の保管等に関する質問,吉川　春子,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143011.htm,1998-10-16,1998-10-16,1998-11-10,10月20日内閣から通知書受領
143,12,米軍基地周辺地域における米軍機の騒音対策に関する質問,井上　美代,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143012.htm,1998-10-16,1998-10-16,1998-10-30,10月20日内閣から通知書受領
143,13,減額年金支給制度の導入に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143013.htm,1998-10-16,1998-10-16,1998-10-30,10月20日内閣から通知書受領
143,14,水環境に関する質問,福本　潤一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syuh/s143014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/touh/t143014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/syup/s143014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/toup/t143014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/143/meisai/m143014.htm,1998-10-16,1998-10-16,1998-11-13,10月20日内閣から通知書受領
144,1,高齢者対応住宅問題に関する質問,但馬　久美,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144001.htm,1998-12-04,1998-12-07,1999-01-29,12月11日内閣から通知書受領
144,2,砂遊び場の衛生管理に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144002.htm,1998-12-08,1998-12-09,1999-01-12,12月15日内閣から通知書受領
144,3,信用保証制度に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144003.htm,1998-12-08,1998-12-09,1998-12-15,
144,4,労働者の健康障害防止に向けた化学物質の規制の強化等に関する質問,荒木　清寛,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144004.htm,1998-12-08,1998-12-14,1999-01-29,12月18日内閣から通知書受領
144,5,東京湾のゴミ処分場建設に関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144005.htm,1998-12-09,1998-12-14,1999-01-26,12月18日内閣から通知書受領
144,6,中小規模の同族会社の留保金に対する特別課税制度に関する質問,齋藤　勁,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144006.htm,1998-12-10,1998-12-14,1999-01-12,12月18日内閣から通知書受領
144,7,二〇〇五年日本国際博覧会（愛知万博）と瀬戸市南東部の新住宅市街地開発事業に関する質問,八田　ひろ子,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144007.htm,1998-12-11,1998-12-14,1999-01-22,12月18日内閣から通知書受領
144,8,特定非営利活動法人（NPO法人）を新規創業支援等の対象としない問題に関する質問,山本　保,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144008.htm,1998-12-11,1998-12-14,1999-01-12,12月18日内閣から通知書受領
144,9,桜島火山対策に関する質問,弘友　和夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144009.htm,1998-12-14,1998-12-14,1999-01-26,12月18日内閣から通知書受領
144,10,小規模介護施設の設置に関する質問,山本　保,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144010.htm,1998-12-14,1998-12-14,1999-01-22,12月18日内閣から通知書受領
144,11,コンピュータ西暦二〇〇〇年問題への政府の対応に関する質問,日笠　勝之,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144011.htm,1998-12-14,1998-12-14,1999-01-29,12月18日内閣から通知書受領
144,12,東京・武蔵府中税務署における修正申告書偽造事件に関する質問,緒方　靖夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144012.htm,1998-12-14,1998-12-14,1998-12-25,12月18日内閣から通知書受領
144,13,廃棄物の広域処分問題等に関する質問,加藤　修一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144013.htm,1998-12-14,1998-12-14,1999-01-22,12月18日内閣から通知書受領
144,14,海外での廃船処理による公害等に関する質問,加藤　修一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syuh/s144014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/touh/t144014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/syup/s144014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/toup/t144014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/144/meisai/m144014.htm,1998-12-14,1998-12-14,1999-01-22,12月18日内閣から通知書受領
145,1,川辺川ダム建設に関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145001.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145001.htm,1999-01-29,1999-02-03,1999-02-26,2月9日内閣から通知書受領
145,2,資金管理団体等に関する質問,小川　勝也,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145002.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145002.htm,1999-01-29,1999-02-03,1999-03-26,2月9日内閣から通知書受領
145,3,米軍普天間飛行場への米海兵隊垂直離着陸機MV－22オスプレイの配備に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145003.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145003.htm,1999-02-05,1999-02-10,1999-02-23,2月16日内閣から通知書受領
145,4,米軍普天間飛行場返還に伴う代替施設としての海上ヘリ基地建設に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145004.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145004.htm,1999-02-10,1999-02-15,1999-02-26,2月19日内閣から通知書受領
145,5,臓器移植等に伴う感染症予防対策に関する質問,櫻井　充,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145005.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145005.htm,1999-02-12,1999-02-17,1999-03-26,2月23日内閣から通知書受領
145,6,在沖米海兵隊による実弾砲撃の移転演習に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145006.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145006.htm,1999-02-17,1999-02-22,1999-03-05,2月26日内閣から通知書受領
145,7,金融再生政策に関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145007.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145007.htm,1999-02-25,1999-03-01,1999-03-19,3月5日内閣から通知書受領
145,8,徳島県吉野川第十堰改築計画等に関する質問,竹村　泰子,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145008.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145008.htm,1999-03-03,1999-03-08,1999-04-20,3月12日内閣から通知書受領
145,9,東京の廃棄物問題に関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145009.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145009.htm,1999-03-09,1999-03-15,1999-04-23,3月19日内閣から通知書受領
145,10,廃棄物最終処分場の安全性に関する質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145010.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145010.htm,1999-03-16,1999-03-24,1999-05-11,3月30日内閣から通知書受領
145,11,コンピュータ西暦二〇〇〇年問題への政府の対応に関する質問,日笠　勝之,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145011.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145011.htm,1999-03-16,1999-03-24,1999-04-06,3月30日内閣から通知書受領
145,12,川辺川ダム建設に関する再質問,中村　敦夫,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145012.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145012.htm,1999-03-19,1999-03-24,1999-05-18,3月30日内閣から通知書受領
145,13,民間機及び民間船舶による武器・弾薬等の輸送に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145013.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145013.htm,1999-03-24,1999-03-29,1999-04-09,4月2日内閣から通知書受領
145,14,日米合同委員会に関する質問,照屋　寛徳,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145014.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145014.htm,1999-04-01,1999-04-05,1999-04-16,4月9日内閣から通知書受領
145,15,無期刑囚の執行期間及び医療体制に関する質問,福島　瑞穂,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145015.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145015.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145015.htm,1999-04-14,1999-04-19,1999-05-25,4月23日内閣から通知書受領
145,16,中央省庁等改革における水道行政のあり方に関する質問,福本　潤一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syuh/s145016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/touh/t145016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/syup/s145016.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/toup/t145016.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/145/meisai/m145016.htm,1999-04-16,1999-04-21,1999-04-27,
